# 05_RESEARCH_GAP_MATRIX (SYN-B, 2026-08-27, read-only synthesis)
# 口径说明: E-COMP 编号为审计任务书口径, 仓内无 E-COMP 注册表(embodied fragment 确认 E-COMP-05 仓内 grep 零命中); E-COMP-01/06/07/08/09/10 实验语义按任务书描述映射, 已在 disposition_reason 注明, 须 Owner 核对编号清单。
# 铁律执行: UNKNOWN 不映射 EXECUTE; source-only 不升级 current-system; 模块 PASS 不授权执行; 子 PASS 不升级父 Gate; 禁止删除任何 REPEAT/HOLD/负结果。
experiment,current_evidence,competition_value,paper_value,implementation_risk,external_dependency,estimated_evidence_gain,can_finish_before_submission,must_finish_before_submission,recommended_disposition,disposition_reason
E-COMP-01,"sim_12 十六例冻结集: 30_simulation/sim_12_strategy_feasibility/results/sim_12_gate_check.json $.gates.GS1 max_eps_H=3.849848861643484e-16 + $.gates.GS2_differentiation.best_per_case (A_low→S1_passive/B_anchor→ABORT/C_transition→S3a_wheel_bias/D_extreme→ABORT) + $.gates.GS3_claim_audit (sha256_12=a416c1348111); results/strategy_results.csv 17 行=16 例+表头 (sha256_12=f538676005ce); docs/strategy_comparison_report.md L13/L20 (S3a 省 13x: 3.0 g vs ~40 g, sha256_12=5bb7c6a71677); 10_research/sim_12/momentum_ledger.md L30 (|ΔH_vec|=1.43508 Nms 矢量 vs |H| 标量 +0.873 勿混用, sha256_12=77e34aff3e28)",HIGH(策略阶梯主图与核心论点数据源),HIGH(Paper 1 claim C1 直接证据),"LOW(只读冻结工件重算+绘图, 无 Gate 重发)",none,图表与关键数字的机器可复算性提升(不产生新科学结论),yes,yes(报告书/答辩主图依赖),EXECUTE_NOW,"初裁维持: 全部输入为冻结工件, 重算+绘图属只读衍生; 硬边界=限 sim_12 十六例冻结结果, 禁止新参数扫描(新扫描落入 sim_10 FROZEN_HASH_LOCK_STALE 域, DYN-B03, 重跑必先重钉哈希); 编号语义按任务书映射(仓内无 E-COMP 注册表)"
E-COMP-02,"Unified R2 守恒/状态连续性: 30_simulation/dynamics_control_prebind_r1/10_verification/PB_G1_GATE.json $.verdict=PB_G1_HOLD_NOT_AUTHORIZED_BY_PB_G0 + $.criteria G1-01/02/03=PASS_DIAGNOSTIC_NO_CREDIT(能量漂移 4.52e-15/P 残差 3.6e-18/L 残差 5.2e-18) + G1-04/05=NOT_EVALUATED (sha256_12=7ad34fcf9482); 30_simulation/r2_dynamics_engineering_closure/results/R2_8DOF_CONSTRAINED_DYNAMICS_GATE_V1.json $.summary.failed=[DG1 单位度量, DG2 独立全状态动量守恒] (sha256_12=6fc6f5ec0df1); 13_reports/CURRENT_STATE.md「下一合法动作是关闭 PB-G0-A, 不是 NMPC/RL/VLA」(sha256_12=0c5319bc2c68)",MEDIUM-HIGH(决赛统一系统叙事口径),MEDIUM,MEDIUM(需 Owner 重判 PB-G0-A 权威缺口),yes(Owner 重判),source-only/accepted-B601 口径下的最小守恒诊断证据链(明示 no-credit),yes(最小集),"no(P1 决赛口径, 非 9-01 硬阻断)",EXECUTE_NOW,"初裁维持并收紧: 最小集 PB-00..PB-03 只能以 source-only/accepted-B601 诊断口径标注(PB-00=PASS_DIAGNOSTIC_NO_CREDIT), 禁止写成当前系统证据(dyn fragment gate_rows.csv unified_r2_pb00_pb03 行: 诊断表征≠当前系统守恒信用); 禁止先跑 NMPC/RL/VLA"
E-COMP-03,"SAFE-00 冻结基础: 30_simulation/safety_00_runtime_gate/results/safety_00_gate_check.json $.verdict=PASS(行3) + $.review_status=PENDING_REVIEW(行9) + $.next_stage_authorized=false(行8) + $.metrics.unknown_allow_count=0 + GS-B 12 绕过案例 0 成功 (sha256_12=ff56929dd835); results/evidence_manifest.json passed=47/total=47 (sha256_12=056778011c4b); docs/safety_gate_contract.md §1 决策枚举 ALLOW/MODIFY/WAIT/BACKOFF/ABORT + §6「机器 Gate PASS 不等于获准进入下一阶段」(sha256_12=bd3b362aa440); 当前树 replay 23/47 HOLD_CURRENT_REPLAY (CTRL_R2_PREDEVELOPMENT_GATE_V1.json $.criteria[C7], sha256_12=ed4d8b7774c6)",HIGH(安全核叙事核心证据),HIGH(fail-closed 治理 claim C5 支撑),"LOW-MEDIUM(模块级案例集扩充, 不重发父 Gate)",no,UNKNOWN→WAIT/BACKOFF/ABORT 映射的机器可审计案例扩充(冻结合同内),yes,"no(9-01 不硬依赖, 但决赛安全叙事强相关, 建议赛前完成)",EXECUTE_NOW,"初裁维持: 基于 SAFE-00 47/47 冻结基础扩充模块级故障注入案例集; UNKNOWN 永不 ALLOW 由 unknown_allow_count=0 与 12 绕过案例 0 成功支撑; 禁止写成「已复审/已授权执行」(review_status=PENDING_REVIEW, next_stage_authorized=false; ctrl fragment §三)"
E-COMP-04,"受限控制闭环缺口: 30_simulation/r2_control_engineering_closure/results/CTRL_R2_SUPERVISOR_ASSESSMENT_V1.json $.operational_supervisor_complete=false(行24) + PB_G1_GATE.json $.criteria G1-04/05=NOT_EVALUATED(状态迁移 schema-only) + R2_CONTROL_ENGINEERING_GATE_V1.json $.execution_guards 六项全 false(行65-71, sha256_12=2740b33e7958); 现存最近似资产: supervisor 合同状态枚举(CTRL_R2_SUPERVISOR_INTERFACE_V1.json, sha256_12=5bfd8ab0672d) + 离线三场景确定性重放 A_low=EXECUTE/B_anchor=ABORT/C_transition=MODIFY 且 command_emitted=false(competition_gate_check.json $.checks[OFFLINE_REPLAY_EXACT_ACTIONS] 行84-106, sha256_12=8b3cdbdaa09e)",HIGH(决赛答辩控制链口径),MEDIUM,HIGH(若超范围)/LOW(若限单条 bounded 路径),no(内部授权链),一条 C2/C4 可复现控制链段(离线/bounded 口径)与答辩话术边界,yes(受限单路径),no(P1),EXECUTE_NOW,"初裁维持: 限 C2/C4 一条可复现路径(闭 PB_G0-A→评估 PB_G1 G1-04/05 状态迁移连续性→按 supervisor 合同申请单次 bounded 演示授权); 禁止 NMPC 重构/RL/VLA; 题述六段链 TASK_READY→…→RECOVERY 全仓 0 命中, 不得声称已实现(ctrl fragment §四)"
E-COMP-05,"合同载体已齐+运行时资产缺席: 20_engineering/config/competition_prototype/target_state_envelope.schema.json (pose+6x6 协方差+covariance_status+valid_until+perception_branch U0-U4+ood+fail-closed 品质降级, sha256_12=d0b436bdfe60); 30_simulation/sim_13_physics_gated_embodied_grasping/src/observation.py L24-L60 state_based 真值直读(sha256_12=fafb189460bf) + config/sim13_bootstrap.json observation_mode=state_based(sha256_12=4624c5ba2a01); 缺失: 序列生成器/协方差数据源/遮挡注入/失效→ABORT 实跑/机器 Gate(embodied fragment blockers.csv BLK-E01)",条件性(标题保留「具身智能」→HIGH; 标题收窄→LOW),LOW-MEDIUM(架构贡献合同级证据已足),MEDIUM(合成序列+遮挡注入+立 Gate),partial(纯合成离线演示可内部闭合; 真实相机/估计器需外部输入),感知失效→ABORT 离线演示+机器 Gate(仅合成口径),yes(最小合成序列版)/not_applicable(标题收窄分支),conditional(保留具身智能标题→yes(P1); 收窄→no),DEFER_POST_COMPETITION,"双处置并列(依 BLK-E01 分支): (a) 前提=SYN-C 标题按收窄口径不含「具身智能」→DEFER_POST_COMPETITION(降 P3); (b) 若 Owner 坚持保留具身智能标题→升 EXECUTE_NOW 最小合成序列版: HARNESS_TRUTH 合成位姿序列+协方差占位标注+遮挡注入脚本, 离线驱动 SAFE-00 fail-closed 演示并立机器 Gate, 不含真实估计器, 叙事限「合成离线演示」"
E-COMP-06,"e15 legacy ANCF 线: 30_simulation/e15_ancf_certification/results/gate_summary.json $.overall=REPEAT_ANCF_CERTIFICATION + $.cross_solver_diagnostic.max_relative_difference=0.05637349419858036>0.05 (sha256_12=aab4d609e219); 现行线由 E23 G07/G11 交付(E23_R2_FULL_FLEX_COUPLED_GATE_V1.json $.authority_dispositions.e15_current, cross_solver 1.8136532292893113e-05, hf_to_rom 0.2714%, sha256_12=1ad4993fd9df); dyn fragment blockers.csv DYN-B04",LOW(比赛引用走 E23 口径),LOW-MEDIUM(认证链完整性属正式 Release 域),MEDIUM,no,"legacy 线认证链闭合(正式 Release 级, 非比赛级)",no(无计划且口径已被 E23 替代),no,DEFER_POST_COMPETITION,"初裁维持: legacy 线维持 REPEAT 硬负结果(IMMUTABLE), 现行口径由 E23 承载(PENDING_OWNER_REVIEW); 赛后由 Owner 决定是否 resurrect legacy 线; 编号语义按任务书映射(e15 legacy 重认证), 仓内无 E-COMP-06 定义, 若 Owner 清单所指不同以 Owner 为准"
E-COMP-07,"Route-C 线束任务包络/M01 路径搜索线: 20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_MANDATORY_M01_FALSIFIER_GATE.json $.witness.collision(raw -10.729480331980062 mm/gated -17.313396996697108 mm, 43 节点/19 binary64 逐位一致, sha256_12=09c3199bd982) + ROUTE_C_V9F_TERMINAL_RULING.json(几何循环额度 0, sha256_12=09611ddb8adc) + ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml P01-P13(P08/P10/P11 value=null, 无 MEASURED/AS_BUILT, sha256_12=1e70d6f95141) + ODR-60 执行收口 Gate 8 项 blocker 全开(sha256_12=869a248050fd)","MEDIUM(主线叙事背景, 不阻塞 9-01 提交)",LOW,HIGH(M01 轨迹权威 MISSING; UNKNOWN_NOT_SEARCHED),yes(P01-P13 外部数据/供应商/Owner 轨迹或架构决策),"赛前不可获得(负见证已终局, 替代路径搜索未授权)",no,no,DEFER_POST_COMPETITION,"初裁维持: Route-C V9F 已被 M01 精确负见证终局否决且 P01-P13 外部数据缺席, 禁止伪闭合; ODR-60 Option A 分支选择已记录但预搜索绑定全 fail-closed(12 项清单+运行时内存准入未过); 赛后按 Owner 决策推进"
E-COMP-08,"HIL/H0-H3 地面资格链: 10_research/competition_convergence/competition_gate_check.json $.hardware_component_status(H0=NOT_STARTED_BLOCKED_BY_MISSING_HAG_E, H1/H2 级联阻塞, B601_MOTION=PROHIBITED) + $.stop_rules.start_hil=false (sha256_12=8b3cdbdaa09e); hardware_component_plan.md L6-L9 FROZEN_PLAN_ONLY + L44-L51 H3/HIL/VLA NOT_AUTHORIZED + L19 HAG-E.yaml 不存在(sha256_12=8d4efc4963a4); 10_research/on_orbit_assembly/approvals/ 目录不存在(2026-08-27 核实); embodied fragment blockers.csv BLK-E02",LOW(演示链为离线回放且已 17/17 PASS),LOW(赛后研究方向),HIGH(授权链+设备+实时循环全缺),yes(HAG-E 授权+硬件),无(赛前不可建立任何 HIL 证据),no,no,DEFER_POST_COMPETITION,初裁维持(P3): HIL 为机器登记停止态; 赛后按 HAG-E→H0 PREMOTION→H0→H1(含 T_c 实测)→H2→H3 顺序另立授权; 编号语义按任务书映射
E-COMP-09,"确定性候选器 vs VLA 成组对照: 10_research/vla/vla_generalization_plan.md §2 V0-V3 四基线/§4 七组轴/§5 M1-M8/§8 阻塞表(渲染管线 NOT_STARTED, PROTOCOL_DRAFT 未实现未采数未训练, sha256_12=169cb1f05b33); PROJECT_CURRENT_STATUS.md DATASET 行 NOT_STARTED(sha256_12=cce6517b4cd5); 红线: Ma2026 视觉+RL 自主抓取禁用为一号贡献(文献查新裁决 §1/§2 row3, sha256_12=3be39f02c15a); embodied fragment blockers.csv BLK-E03",LOW(比赛期只能引用为协议设计),MEDIUM(赛后 VLA 增量贡献实验),HIGH(渲染/域随机化管线+Physics Tool 服务均未建),yes(工具链+数据),无(协议已预注册但零实跑),no,no,DEFER_POST_COMPETITION,"初裁维持(P3): 先落地渲染管线与 Physics Tool 服务, 再按预注册协议执行; 比赛叙事不得引用为实验结果; 编号语义按任务书映射"
E-COMP-10,"真实硬件闭环/实物动态演示: competition_gate_check.json $.hardware_component_status B601_MOTION=PROHIBITED(sha256_12=8b3cdbdaa09e); 执行器 152/152 实测字段全 null 且零填充禁止(01_project/competition/R2动力学与控制工程闭环阶段裁决_20260827.md §3 行98, sha256_12=3eed50dd728e); 官方实物要求本身 UNKNOWN(fragments/compdeliv B-CD01); 真实闭环证据全部 synthetic/仿真(ctrl fragment §四)",NONE(当前范围),NONE,NOT_APPLICABLE(硬件运动被机器禁止),yes(硬件+授权+官方要求确认),负收益(若强行演示即越权事故),no,no,ABANDON_FOR_CURRENT_SCOPE,"初裁维持: 当前机器禁止 B601 运动且官方实物要求 UNKNOWN, 当前比赛范围内放弃实物动态演示; 若官方文件确认强制实物则由 Owner 重启 HAG-E 链并整体重评; 编号语义按任务书映射"
# --- APPENDIX_BLOCKERS_MERGED_FROM_7_FRAGMENTS (verbatim, machine-readable; column 1 = source_fragment added for traceability; 内容逐行复制自 fragments/<分片>/blockers.csv, 未做任何修改/删除) ---
source_fragment,id,domain,gap,category,evidence_path,impact,next_minimum_action,external_input_required
mech,BLK-MECH-01,route_c,"Route-C P01-P13全部仅闭环于DESIGN_CANDIDATE/PROVISIONAL_DERIVED/BOUNDED_DATASHEET_RANGE权威,无MEASURED/AS_BUILT/FLIGHT_QUALIFIED值",P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml (authority_rules; counts),正式机械Release的物理输入权威等级不足;初赛提交不依赖该Release,供应商RFI/试验闭环后按受控值升级并复审,yes
mech,BLK-MECH-02,route_c,"P08线束扭转恢复力矩物理量UNKNOWN(仅deg/m分配,未零填)",P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml (P08); ROUTE_C_MISSION_COVERAGE_GATE_V1.json declared_holds,"关节阻力矩预算含UNKNOWN分量(worst_fraction 0.192不含该项),Release级验证不完整",C5供应商扭转测试后登记受控曲线,yes
mech,BLK-MECH-03,route_c,MPI-01..04电气/Owner输入未闭合(载荷图/协议EMC/导体图/确切连接器件号),P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml (mpi_mapping.by_mpi),"线束电气定义缺失,正式设计Release与装配电测无法闭合",Owner电气权威提供四类输入,yes
mech,BLK-MECH-04,route_c,C6空间环境适用性(TVAC/出气/辐照)与供应商动态弯折寿命未建立(igus/iglidur/护套),P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml (declared_downstream_holds),资格级证据缺失,供应商试验与空间环境评定,yes
mech,BLK-MECH-05,route_c,M01轨迹权威MISSING;ODR-60 Option A预搜索绑定未闭合(0/9场景绑定、0/11166 clearance策略行、0/150运动证书、0/11166对oracle、内存准入未过),P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_EXECUTION_CLOSURE_V1/results/ODR60_OPTION_A_EXECUTION_CLOSURE_GATE_V1.json (blockers 8项); _work/odr/ODR-60_DECISION_REQUEST.json (current_pre_search_blockers 12项),TMG-4无法重评;线束任务包络证据链停在V9F负见证,按12项清单完成绑定并通过运行时内存准入后执行路径搜索,no
mech,BLK-MECH-06,route_c,RC5/TMG-2重开数值符合性规则缺失(ODR-59 owner_rule_present=false);九构型绑定C05 FAIL/C06-C09 HOLD未处置,P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-59_DECISION_REQUEST.json (legal_current_state; owner_decisions_required 8项),V9F质量回灌(+3.040 kg)无法判定接受/拒绝;TMG-2保持NOT_EVALUATED,Owner定义比较量/覆盖因子/guard band/风险政策后重评,yes
mech,BLK-MECH-07,mech,"handoff G12 HARNESS_RATED_OPERATIONAL_ENVELOPE失败(11/12),统一接口重跑仍失败",P2_FORMAL_RELEASE_BLOCKER,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/07_release/MECHANICAL_TO_EMBODIED_HANDOFF_GATE_V2.json (checks_failed=[G12]); 20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/17_MECH_TO_EMBODIED_HANDOFF_GATE.json,机械→具身交接无12/12信用;下游Sim13/RL系统接口无法正式消费,TMG-4闭合后按统一合同重跑handoff V2,no
mech,BLK-MECH-08,mech,"完整TMG-6未重签:父Gate冻结15/20,后端负控20/20为append-only子域(FULL_TMG6 NOT_REISSUED)",P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/sim13_post_terminal_handoff_addendum_v1/SIM13_POST_TERMINAL_HANDOFF_ADDENDUM_GATE_V1.json (lineage.full_tmg6_reissue_executed=false; remaining_holds),"15/20与20/20两版本并存,综合裁决必须按CHILD_RESULT_NEWER__PARENT_GATE_NOT_REISSUED处理",G12/Owner接受/系统绑定Gate闭合后重发完整TMG-6,no
mech,BLK-MECH-09,mech,窄相碰撞资产ABSENT(SIM13 NC19接触抓取Gate所需),P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/14_COLLISION_ASSET_MANIFEST.json (narrow_phase.status=ABSENT),接触抓取验证缺几何输入,构建窄相资产并挂接NC19,no
mech,BLK-MECH-10,mech,as-built质量/质心/惯量计量HOLD(EXTERNAL),P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/19_OPEN_QUALIFICATION_HOLDS.csv (HOLD-04),"31.022864807342987 kg仅为设计/URDF账本值,无实物相关",硬件计量后建立as-built相关,yes
mech,BLK-MECH-11,mech,硬件接触标定(CT01-CT05)+夹爪闭合时间+F/T传感器标定HOLD(EXTERNAL);T4接触合同AS_BUILT=null,P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/19_OPEN_QUALIFICATION_HOLDS.csv (HOLD-05/06/07); 20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/10_GRIPPER_INTERFACE.yaml (as_built_contact_model null),"接触模型仅有界临时,真实抓取接触结论不可用",硬件测试后替换null并升级T4,yes
mech,BLK-MECH-12,mech,SolidWorks原生重集成HOLD;夹爪原生V5 36行pose-induced干涉复测未完成(中性R1修正已PASS),P2_FORMAL_RELEASE_BLOCKER,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/04_validation/GRIPPER_R1_GEOMETRY_VALIDATION.json (open_holds[0]); 19_OPEN_QUALIFICATION_HOLDS.csv (HOLD-12),原生CAD链断点保留;36行原生账未重测,原生工具链重集成后复测36行,yes
mech,BLK-MECH-13,mech,夹爪对外部目标接触几何/接触基准HOLD(GRIPPER_EXTERNAL_OBJECT_CONTACT_VALIDATION_HOLD),P2_FORMAL_RELEASE_BLOCKER,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/04_validation/GRIPPER_R1_GEOMETRY_VALIDATION.json (external_object_gripper_status=HOLD_NO_AUTHORITY_OBJECT_GEOMETRY_OR_CONTACT_DATUM_PROVIDED),真实目标抓取接触验证被阻断,定义接触测试并提供目标几何/接触基准,yes
mech,BLK-MECH-14,mech,"01_BASELINE_MANIFEST.json自引用条目陈旧(记4497字节/C7206FAD...,实测4488/7e87ee69...)",P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/01_BASELINE_MANIFEST.json (files[1] vs 实测),"哈希清单自洽性瑕疵;不影响上游pin(00 gate hash_mismatch=0)与CSV(不含01),但正式Release前应修复",按self_reference_policy重发manifest(排除自身)并复核,no
mech,BLK-MECH-15,route_c,RC4/RC6收口报告草稿未完成且所指VF别名Gate缺失,P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_RC4_RC6_CHECKPOINT_REPORT_V1.md (§1/6/7/8待填),"文档链存在未完成草稿,审计引用须绕过其待填节",补全或正式作废登记,no
mech,BLK-MECH-16,mech,资格类EXTERNAL holds:发射/分离ICD、飞行材料许用值、资格振动、TVAC、飞行HDRM可靠性、M3R as-installed,P2_FORMAL_RELEASE_BLOCKER,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/19_OPEN_QUALIFICATION_HOLDS.csv (HOLD-01/02/03/08/09/10/13),飞行/资格声明不可用(比赛不依赖),外部权威输入,yes
dyn,DYN-B01,dyn,"sim_11 接触时长 T_c=20ms 名义为占位,待 B601 夹爪闭合时间实测;带宽扫掠显示收口指标随 T_c 单调变化(100ms 时 lockup 0.17%)",P1_FINAL_DEMO_BLOCKER,20_engineering/config/coupled_scene/scene_A2_capture.yaml L25-26; sim_11 gate $.gates.G4.bandwidth_sweep_diagnostic,决赛答辩接触模型物理依据被问时只能答'占位+扫掠';真实值可能移动收口指标,硬件组给出夹爪闭合实测 ms 值->替换 scene_A2 contact.T_c_ms_nominal->重跑带宽口径 Gate,yes
dyn,DYN-B02,dyn,"帆板模态参数为占位(质量 0.348kg SSOT 占位 vs 真实面密度 2-5kg/m2 差 5-10 倍);sim_11'A1 柔性反馈可忽略'结论在真实参数下可能翻转(AGENTS.md 待办3,自评'论文最大硬伤')",P1_FINAL_DEMO_BLOCKER,20_engineering/config/coupled_scene/coupled_model_v0.yaml L5 status=PROVISIONAL_PARAMS; sim_11 gate $.provisional_fields,决赛展示柔性耦合结论必须带 PROVISIONAL 声明;真实参数下 A1 结论方向不确定,杨恒提供数值案例->替换 coupled_model_v0.yaml 占位字段->重跑 sim_11 全部场景与 Gate,yes
dyn,DYN-B03,dyn,"sim_10 冻结哈希锁对当前树失效:REORG04(2026-07-22, commit 284c882)改写 assumptions.yaml/threshold_registry 路径字符串致 SHA 漂移,scan_v0.yaml 与 gate 未重钉;今日重跑 R 门必 FAIL(git diff 证实数值语义等价)",P1_FINAL_DEMO_BLOCKER,20_engineering/config/mission_feasibility/scan_v0.yaml frozen_inputs; 当前 sha256 006c6cc5.../75af082a... vs 钉住值 850f49da.../400bcedc...,不阻塞静态提交(历史裁决有效);阻塞任何决赛前重跑/现场复核;答辩可复现性受损,"按 REORG04 规则5 重钉两文件哈希到 scan_v0.yaml 并重发 sim_10 gate(分钟级,内部可闭环)",no
dyn,E-COMP-02,dyn,"Unified R2 守恒与状态连续性(PB-00..PB-03)无当前系统信用证据:PB-00 仅 PASS_DIAGNOSTIC_NO_CREDIT,PB-G1 HOLD(PB-G0-A 权威未过),G1-04/05 状态交接 NOT_EVALUATED,R2 8DOF DG2 独立全状态守恒未绑定",P1_FINAL_DEMO_BLOCKER,30_simulation/dynamics_control_prebind_r1/10_verification/PB_G1_GATE.json; 30_simulation/r2_dynamics_engineering_closure/results/R2_8DOF_CONSTRAINED_DYNAMICS_GATE_V1.json $.summary.failed,决赛无法展示统一系统级守恒/状态连续性证据;只能用诊断表征并明示 no-credit,关闭 PB-G0-A 权威缺口(Owner 重判)+绑定 DG1/DG2;禁止先跑 NMPC/RL/VLA,yes
dyn,DYN-B04,dyn,"e15 legacy ANCF 线交叉求解 5.637%>5% 维持 REPEAT_ANCF_CERTIFICATION;现行线由 E23 G07/G11 交付(1.81e-05/0.2714%),legacy 重认证未执行也无计划",P2_FORMAL_RELEASE_BLOCKER,30_simulation/e15_ancf_certification/results/gate_summary.json $.overall; e23 gate $.authority_dispositions.e15_current,只影响正式工程 Release 的认证链完整性;比赛引用走 E23 口径即可,Owner 决定是否 resurrect legacy 线;否则维持冻结并在 Release 文档引用 E23,no
dyn,DYN-B05,dyn,e21 单一安装消费语义 UNRESOLVED + R2 工程门 DG1-DG5 全开 + harness R2_HRN_04 FAIL_REDESIGN_REQUIRED,P2_FORMAL_RELEASE_BLOCKER,30_simulation/e21_m7_r2_arm_placement_rigid_coupled_diagnostics/results/E21_DIAGNOSTIC_GATE_V1.json $.mandatory_holds; R2_DYNAMICS_ENGINEERING_GATE_V1.json summary.holds,只影响正式 Release 与任务放行;诊断证据已完备,Owner 裁定单一安装语义;逐条关闭 DG1-DG5;harness 重设计属机械域工作单,yes
dyn,DYN-B06,dyn,"sim_13 正式 V2 15/20 NC + 5 dependency_hold(NC15/16/18/19/20),五个后端工作单已注册未落地;V4 证据全部 synthetic",P2_FORMAL_RELEASE_BLOCKER,30_simulation/sim_13_physics_gated_embodied_grasping/v4_runtime_guard_diagnostic/results/SIM13_V4_RUNTIME_GUARD_DIAGNOSTIC_GATE_V1.json technical_verdict,影响 Physics-Gated Embodied Grasping 正式化;不阻塞当前比赛脊柱,后端落地 SIM13_BACKEND_WORK_ORDERS_V1 五项+父 Gate 重发,yes
dyn,DYN-B07,dyn,"sim_08 执行机构档全为 placeholder CLASS 值(轮组/推力器/Isp),COTS 选型未做",P2_FORMAL_RELEASE_BLOCKER,30_simulation/sim_08_detumble_actuator_budget/assumptions.yaml 头注; sim_10 gate provisional_notes[0],比赛图表可带 CLASS 声明引用;正式报告冻结前必须替换,COTS RW/推力器数据手册选型->替换 CLASS 值->重跑预算,yes
